X,Y,OBJECTID,OrganizationId,ESDCode,ESDNum,ESDName,LEACode,LEAName,ShortName,PhysicalAddress,MailingAddress,AdministratorName,AdministratorEmail,Phone,Website,County,Counties,CongressionalDistricts,LegislativeDistricts,Type,TransportationRegion
1026828.08203156,449326.139871016,4875,100082,34801,113,Capital Region ESD 113,21036,Evaline School District,Evaline,"111 SCHOOLHOUSE RD, WINLOCK, Washington, 98596-9718","111 SCHOOLHOUSE RD, WINLOCK, Washington, 98596-9718",Kyle  MacDonald,kmacdonald@evalinesd.k12.wa.us,(360)785-3460,https://www.evalinesd.k12.wa.us/,Lewis,Lewis,3,19,Public School District,1
1223397.66723831,964640.519541466,4876,100083,29801,189,Northwest Educational Service District 189,31002,Everett School District,Everett,"3900 Broadway, Everett, Washington, 98201-5033","PO BOX 2098, Everett, Washington, 98213-2999",Ian  Saltzman,ISaltzman@everettsd.org,(425)385-4019,https://www.everettsd.org,Snohomish,Snohomish,"1, 2","1, 21, 38, 39, 44",Public School District,3
1120482.82937214,118553.19851289,4877,100084,06801,112,Educational Service District 112,06114,Evergreen School District (Clark),Evergreen (Clark),"13501 NE 28TH ST, VANCOUVER, Washington, 98668-8910","PO BOX 8910, VANCOUVER, Washington, 98668-8910",Michael  Merlino,Michael.Merlino@evergreenps.org,(360)604-4000,https://www.evergreenps.org,Clark,Clark,3,"17, 18, 49",Public School District,1
2215121.50197655,1094086.54709099,4878,100085,32801,101,Educational Service District 101,33205,Evergreen School District (Stevens),Evergreen (Stevens),"3341 ADDY GIFFORD RD, GIFFORD, Washington, 99131-9701","3341 ADDY GIFFORD RD, GIFFORD, Washington, 99131-9701",Bill  Glidewell,bglidewell@svalley.k12.wa.us,(509)722-6084,http://www.evergreen.k12.wa.us/,Stevens,Stevens,5,7,Public School District,5
1187771.04664296,724217.822538488,4879,100086,17801,121,Puget Sound Educational Service District 121,17210,Federal Way School District,Federal Way,"33330 8th AVE S, FEDERAL WAY, Washington, 98003-5433","33330 8th AVE S, FEDERAL WAY, Washington, 98003-5433",Tammy  Campbell,tcampbell@fwps.org,(253)945-2000,https://www.fwps.org/,King,King,"8, 9","30, 33, 47",Public School District,2
1134428.57588414,1293239.29428929,4880,100087,29801,189,Northwest Educational Service District 189,37502,Ferndale School District,Ferndale,"6041 VISTA DRIVE, FERNDALE, Washington, 98248-9317","PO Box 698, FERNDALE, Washington, 98248-9317",Linda  Quinn,linda.quinn@ferndalesd.org,(360)383-9207,https://www.ferndalesd.org/,Whatcom,Whatcom,1,42,Public School District,3
1180609.77522455,700206.116948143,4881,100088,17801,121,Puget Sound Educational Service District 121,27417,Fife School District,Fife,"5802 20TH ST E, TACOMA, Washington, 98424-2000","5802 20TH ST E, TACOMA, Washington, 98424-2000",Kevin  Alfano,kalfano@fifeschools.com,(253)517-1000,https://www.fifeschools.com,Pierce,"King, Pierce","8, 9, 10","25, 30, 31",Public School District,2
2013093.51390722,302727.531008365,4882,100089,11801,123,Educational Service District 123,03053,Finley School District,Finley,"224606 E GAME FARM RD, KENNEWICK, Washington, 99337-8623","224606 E GAME FARM RD, KENNEWICK, Washington, 99337-8623",Lance  Hahn,Lhahn@finleysd.org,(509)586-3217,https://www.finleysd.org/,Benton,Benton,4,16,Public School District,4
1158465.35470398,665020.894132406,4883,100090,17801,121,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,Franklin Pierce,"315 129TH ST S, TACOMA, Washington, 98444-5099","315 129TH ST S, TACOMA, Washington, 98444-5099",Lance  Goodpaster,lgoodpaster@fpschools.org,(253)298-3010,https://www.fpschools.org/,Pierce,Pierce,10,"25, 29",Public School District,2
2456825.49639017,813727.51603629,4884,100091,32801,101,Educational Service District 101,32358,Freeman School District,Freeman,"15001 S JACKSON RD, ROCKFORD, Washington, 99030-9755","15001 S JACKSON RD, ROCKFORD, Washington, 99030-9755",Randy L. Russell,rrussell@freemansd.org,(509)291-3695,https://www.freemansd.org/,Spokane,Spokane,5,6,Public School District,5
2478282.08588366,630611.944426163,4885,100092,32801,101,Educational Service District 101,38302,Garfield School District,Garfield,"810 N THIRD ST, GARFIELD, Washington, 99130-0398","PO BOX 398, GARFIELD, Washington, 99130-0398",Zane   Wells,zwells@garpal.wednet.edu,(509)635-1331,https://www.garpal.net/,Whitman,Whitman,5,9,Public School District,5
1439727.52377287,251914.026062443,4886,100093,06801,112,Educational Service District 112,20401,Glenwood School District,Glenwood,"320 BUNNELL ST, GLENWOOD, Washington, 98619-0012","PO BOX 12, GLENWOOD, Washington, 98619-0012",Heather  Gimlin,heather.gimlin@glenwoodsd.org,(509)364-3438,http://www.glenwood.k12.wa.us/,Klickitat,Klickitat,3,14,Public School District,1
1560441.65934609,176797.353725471,4887,100094,39801,105,Educational Service District 105,20404,Goldendale School District,Goldendale,"604 E. BROOKS ST, GOLDENDALE, Washington, 98620","604 E. BROOKS ST, GOLDENDALE, Washington, 98620",Ellen  Perconti,ellen.perconti@gsd404.org,(509)773-5177,https://www.goldendaleschools.org/,Klickitat,Klickitat,3,14,Public School District,4
2011298.56377299,962377.289648425,4888,100095,04801,171,North Central Educational Service District 171,13301,Grand Coulee Dam School District,Grand Coulee Dam,"110 STEVENS AVE, COULEE DAM, Washington, 99116-1503","110 Stevens Ave., COULEE DAM, Washington, 99116-1503",Paul  Turner,pturner@gcdsd.org,(509)633-2143,https://www.gcdsd.org,Grant,"Douglas, Grant, Lincoln, Okanogan","4, 5",12,Public School District,5
1788870.44823039,337135.346537994,4889,100096,39801,105,Educational Service District 105,39200,Grandview School District,Grandview,"913 W 2ND ST, GRANDVIEW, Washington, 98930-1202","913 W 2ND ST, GRANDVIEW, Washington, 98930-1202",Henry M Strom,hmstrom@gsd200.org,(509)882-8514,https://www.gsd200.org,Yakima,"Benton, c",4,15,Public School District,4
1718802.75774403,369822.688430674,4890,100097,39801,105,Educational Service District 105,39204,Granger School District,Granger,"701 E AVE, GRANGER, Washington, 98932-0400","701 E AVE, GRANGER, Washington, 98932-0400",Brian  Hart,hartb@gsd.wednet.edu,(509)854-1515,https://www.gsd.wednet.edu,Yakima,Yakima,4,15,Public School District,4
1282615.52803978,1006740.21138076,4891,100098,29801,189,Northwest Educational Service District 189,31332,Granite Falls School District,Granite Falls,"205 N Alder Avenue, Granite Falls, Washington, 98252","205 N Alder Avenue, Granite Falls, Washington, 98252-8908",Josh  Middleton,jmiddleton@gfalls.wednet.edu,(360)691-7717,https://www.gfalls.wednet.edu,Snohomish,Snohomish,1,39,Public School District,3
1041012.03018307,733709.342985068,4892,100099,34801,113,Capital Region ESD 113,23054,Grapeview School District,Grapeview,"822 E MASON BENSON RD, GRAPEVIEW, Washington, 98546-9514","822 E MASON BENSON RD, GRAPEVIEW, Washington, 98546-9514",Kurt  Hilyard,khilyard@gsd54.org,(360)426-4921,https://www.gsd54.org/,Mason,Mason,6,35,Public School District,1
2374772.54788547,872129.064379797,4893,100100,32801,101,Educational Service District 101,32312,Great Northern School District,Great Northern,"3115 N SPOTTED RD, SPOKANE, Washington, 99224-8921","3115 N SPOTTED RD, SPOKANE, Washington, 99224-8921",Jeff  Baerwald,jbaerwald@gnsd.k12.wa.us,(509)747-7714,https://wa.greendot.org/excel/,Spokane,Spokane,5,6,Public School District,5
1121786.825647,231008.632298817,4894,100101,06801,112,Educational Service District 112,06103,Green Mountain School District,Green Mountain,"13105 NE GRINNELL RD, WOODLAND, Washington, 98674-3808","13105 NE GRINNELL RD, WOODLAND, Washington, 98674-3808",Tyson J Vogeler,tyson.vogeler@greenmountainschool.us,(360)225-7366,https://greenmountainschool.us/,Clark,Clark,3,20,Public School District,1
1012947.74257661,647183.229124582,4895,100102,34801,113,Capital Region ESD 113,34324,Griffin School District,Griffin,"6530 33rd Ave. NW, OLYMPIA, Washington, 98502","6530 33RD AVE NW, OLYMPIA, Washington, 98502-9599",Greg  Woods,gwoods@griffinschool.us,(360)866-5903,https://www.griffinschool.us,Thurston,Thurston,10,35,Public School District,1
2196383.51766714,790406.838790636,4896,100103,32801,101,Educational Service District 101,22204,Harrington School District,Harrington,"100 S First, HARRINGTON, Washington, 99134-0204","PO Box 204, HARRINGTON, Washington, 99134-0248",Wayne  Massie,wmassie@harringtonsd.org,(509)253-4331,https://www.harringtonsd.org/,Lincoln,Lincoln,5,13,Public School District,5
1937981.12997782,833779.548833748,4897,100057,04801,171,North Central Educational Service District 171,13151,Coulee-Hartline School District,Coulee-Hartline,"410 W LOCUST ST, COULEE CITY, Washington, 99115-0428","PO BOX 428, COULEE CITY, Washington, 99115-0428",James  Evans,jevans@achwarriors.com,(509)632-5231,http://www.achsd.org/,Grant,"Douglas, Grant",4,12,Public School District,4
1586811.799307,489561.638572413,4898,100104,39801,105,Educational Service District 105,39203,Highland School District,Highland,"17000 SUMMITVIEW RD, COWICHE, Washington, 98923-0038","PO BOX 38, COWICHE, Washington, 98923-0038",Mark  Anderson,manderson@highland.wednet.edu,(509)678-8635,http://www.highland.wednet.edu,Yakima,Yakima,4,14,Public School District,4
1185811.86305601,781715.639025491,4899,100105,17801,121,Puget Sound Educational Service District 121,17401,Highline School District,Highline,"15675 AMBAUM BLVD SW, BURIEN, Washington, 98166-0100","15675 AMBAUM BLVD SW, BURIEN, Washington, 98166-0100",Susan  Enfield,Susan.Enfield@highlineschools.org,(206)631-3000,https://www.highlineschools.org/,King,King,"7, 9","11, 33, 34",Public School District,2
1132763.90855156,154054.727661013,4900,100106,06801,112,Educational Service District 112,06098,Hockinson School District,Hockinson,"17912 NE 159TH ST, BRUSH PRAIRIE, Washington, 98606-9765","17912 NE 159TH ST, BRUSH PRAIRIE, Washington, 98606-9765",Steven  Marshall,steve.marshall@hocksd.org,(360)448-6400,https://www.hocksd.org,Clark,Clark,3,"17, 18",Public School District,1
981325.313999334,740485.38331539,4901,100107,34801,113,Capital Region ESD 113,23404,Hood Canal School District,Hood Canal,"111 N STATE ROUTE 106, SHELTON, Washington, 98584-9703","111 N STATE ROUTE 106, SHELTON, Washington, 98584-9703",Nicola  Grubbs,ngrubbs@hoodcanalschool.org,(360)877-5463,https://www.hoodcanal.wednet.edu/,Mason,Mason,6,35,Public School District,1
790429.712043931,620294.709961697,4902,100108,34801,113,Capital Region ESD 113,14028,Hoquiam School District,Hoquiam,"325 W. Chenault Avenue, HOQUIAM, Washington, 98550-2419","325 W. Chenault Avenue, HOQUIAM, Washington, 98550-2419",Mike  Villarreal,mvillarreal@hoquiam.net,(360)538-8200,https://www.hoquiam.net/,Grays Harbor,Grays Harbor,6,24,Public School District,1
1381093.74418263,908889.103570436,4903,100110,29801,189,Northwest Educational Service District 189,31063,Index School District,Index,"436 INDEX AVE, INDEX, Washington, 98256","PO BOX 237, INDEX, Washington, 98256-0237",Bradley T Jernberg,bjernberg@index.k12.wa.us,(360)793-1330,https://www.index.k12.wa.us/,Snohomish,Snohomish,1,39,Public School District,3
1259081.66836941,807428.431962778,4904,100111,17801,121,Puget Sound Educational Service District 121,17411,Issaquah School District,Issaquah,"5150 220th Ave SE, ISSAQUAH, Washington, 98029","5150 220th Ave SE, ISSAQUAH, Washington, 98029",Ronald Dion Thiele,ThieleR@issaquah.wednet.edu,(425)837-7002,https://www.issaquah.wednet.edu/,King,King,"8, 9","5, 41, 48",Public School District,2
2128477.50607624,482816.580776678,4905,100112,11801,123,Educational Service District 123,11056,Kahlotus School District,Kahlotus,"100 W MARTIN ST, KAHLOTUS, Washington, 99335-0069","PO BOX 69, KAHLOTUS, Washington, 99335-0069",Mark F. Bitzer,markfbitzer@kahlotussd.org,(509)282-3338 Ext.101,https://www.kahlotussd.org/,Franklin,Franklin,4,9,Public School District,4
1046365.92679678,254657.281853183,4906,100113,06801,112,Educational Service District 112,08402,Kalama School District,Kalama,"548 CHINA GARDEN RD, KALAMA, Washington, 98625-9764","548 CHINA GARDEN RD, KALAMA, Washington, 98625-9764",Eric Steven Nerison,eric.nerison@kalama.k12.wa.us,(360)673-5282,https://www.kalamaschools.org/,Cowlitz,Cowlitz,3,20,Public School District,1
2083732.3100109,1006392.13806764,4907,100114,32801,101,Educational Service District 101,10003,Keller School District,Keller,"17 South School Road, KELLER, Washington, 99140-0367","PO BOX 367, KELLER, Washington, 99140-0367",Steve  Gaub,sgaub@keller.k12.wa.us,(509)634-4325,https://www.keller.k12.wa.us/,Ferry,Ferry,5,7,Public School District,5
1986410.25521358,321329.92063739,4908,100116,11801,123,Educational Service District 123,03017,Kennewick School District,Kennewick,"1000 W. 4th Avenue, KENNEWICK, Washington, 99336-5601","1000 W. 4th Avenue, KENNEWICK, Washington, 99336-5601",Traci  Pierce,traci.pierce@ksd.org,(509)222-5020,https://www.ksd.org/,Benton,Benton,4,"8, 16",Public School District,4
1224277.5712907,747661.262498081,4909,100117,17801,121,Puget Sound Educational Service District 121,17415,Kent School District,Kent,"12033 SE 256TH ST, KENT, Washington, 98031-6643","12033 SE 256TH ST, KENT, Washington, 98031-6643",Calvin J Watts,Calvin.Watts@kent.k12.wa.us,(253)373-7701,https://www.kent.k12.wa.us/,King,King,"8, 9","5, 11, 33, 47",Public School District,2
2232095.76493096,1203024.93593275,4910,100118,32801,101,Educational Service District 101,33212,Kettle Falls School District,Kettle Falls,"325 East 3rd Ave Suite C, KETTLE FALLS, Washington, 99141-0458","PO BOX 458, KETTLE FALLS, Washington, 99141-0458",Michael  Olsen,molsen@kfschools.org,(509)738-6625 Ext.599,https://www.kfschools.org/,Stevens,"Ferry, Stevens",5,7,Public School District,5
1895652.723782,340827.537855079,4911,100119,11801,123,Educational Service District 123,03052,Kiona-Benton City School District,Kiona-Benton City,"1105 DALE AVE, BENTON CITY, Washington, 99320-9704","1105 DALE AVE, BENTON CITY, Washington, 99320-9704",Pete  Peterson,pete.peterson@kibesd.org,(509)588-2000,https://www.kibesd.org/,Benton,Benton,4,16,Public School District,4
1660632.11534008,603114.534814956,4912,100120,39801,105,Educational Service District 105,19403,Kittitas School District,Kittitas,"505 N PIERCE ST, KITTITAS, Washington, 98934-0599","PO BOX 599, KITTITAS, Washington, 98934-0599",Mike  Nollan,mike_nollan@ksd403.org,(855)380-8844,https://www.ksd403.org/,Kittitas,Kittitas,8,13,Public School District,4
1473783.61766734,176693.035419662,4913,100121,06801,112,Educational Service District 112,20402,Klickitat School District,Klickitat,"98 SCHOOL DRIVE, KLICKITAT, Washington, 98628-0037","PO BOX 37, KLICKITAT, Washington, 98628-0037",Brian  Freeman,brian.freeman@klickitatsd.org,(509)369-4145,https://www.klickitat.wednet.edu,Klickitat,Klickitat,3,14,Public School District,1
1156821.03468739,1122413.09860421,4914,100123,29801,189,Northwest Educational Service District 189,29311,La Conner School District,La Conner,"305 N 6TH ST, LA CONNER, Washington, 98257-2103","PO BOX 2103, LA CONNER, Washington, 98257-2103",Whitney  Meissner,wmeissner@lc.k12.wa.us,(360)466-3171,https://www.lcsd.wednet.edu/,Skagit,Skagit,2,10,Public School District,3
2297593.48229169,551361.601996669,4915,100124,32801,101,Educational Service District 101,38126,LaCrosse School District,LaCrosse,"111 Hill Avenue, LACROSSE, Washington, 99143","111 Hill Avenue, LACROSSE, Washington, 99143",Doug  Curtis,dcurtis@lacrossesd.k12.wa.us,(509)549-3591,https://www.lacrossesd.k12.wa.us/,Whitman,"Adams, Whitman","4, 5",9,Public School District,5
1090969.94510775,201802.721156124,4916,100122,06801,112,Educational Service District 112,06101,La Center School District,La Center,"725 HIGHLAND ROAD, LA CENTER, Washington, 98629-5507","PO BOX 1840, LA CENTER, Washington, 98629-5507",David  Holmes,dave.holmes@lacenterschools.org,(360)263-2131,https://www.lacenterschools.org,Clark,Clark,3,18,Public School District,1
1257508.44281422,982720.572856084,4917,100126,29801,189,Northwest Educational Service District 189,31004,Lake Stevens School District,Lake Stevens,"12309 22ND ST NE, LAKE STEVENS, Washington, 98258","12309 22ND ST NE, LAKE STEVENS, Washington, 98258",Amy Beth  Cook,amybeth_cook@lkstevens.wednet.edu,(425)335-1500,https://www.lkstevens.wednet.edu/,Snohomish,Snohomish,"1, 2",44,Public School District,3
1240357.34548793,856643.885853775,4918,100127,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,Lake Washington,"16250 NE 74TH ST, REDMOND, Washington, 98052","PO BOX 97039, REDMOND, Washington, 98073-9739",Jonathon  Holmen,joholmen@lwsd.org,(425)936-6600,https://www.lwsd.org,King,King,"1, 8","1, 45, 48",Public School District,2
1223308.3607101,1032301.47305025,4919,100128,29801,189,Northwest Educational Service District 189,31306,Lakewood School District,Lakewood,"17110 16TH DR NE, Marysville, Washington, 98271","PO BOX 220, NORTH LAKEWOOD, Washington, 98259-0220",Scott  Peacock,speacock@lwsd.wednet.edu,(360)652-4500,https://www.lwsd.wednet.edu/,Snohomish,Snohomish,2,38,Public School District,3
2286412.47769465,692613.903244116,4920,100129,32801,101,Educational Service District 101,38264,Lamont School District,Lamont,"602 MAIN ST, LAMONT, Washington, 99017-8769","602 MAIN ST, LAMONT, Washington, 99017-8769",Todd  Spear,tspear@lamont.wednet.edu,(509)257-2463,https://www.spraguelamont.org/,Whitman,"Adams, Whitman","4, 5",9,Public School District,5
2427744.69715092,763065.622339981,4921,100130,32801,101,Educational Service District 101,32362,Liberty School District,Liberty,"29818 S NORTH PINE CREEK RD, SPANGLE, Washington, 99031-9797","29818 S NORTH PINE CREEK RD, SPANGLE, Washington, 99031-9797",Brett  Baum,Bbaum@libertysd.us,(509)624-4415,https://www.libertysd.us/,Spokane,Spokane,5,9,Public School District,5
2110210.32202338,603564.765685684,4922,100131,32801,101,Educational Service District 101,01158,Lind School District,Lind,"206 W Third St, Lind, Washington, 99341-0340","PO BOX 340, Lind, Washington, 99341-0340",Donald  Vanderholm,dvanderholm@lrschools.org,(509)677-3481,https://www.lrschools.org,Adams,Adams,4,9,Public School District,5
1018066.89959819,304442.297815379,4923,100132,06801,112,Educational Service District 112,08122,Longview School District,Longview,"2715 LILAC ST, LONGVIEW, Washington, 98632-3596","2715 LILAC ST, LONGVIEW, Washington, 98632-3596",Daniel Roy Zorn,dzorn@longview.k12.wa.us,(360)575-7016,https://longviewschools.com/,Cowlitz,Cowlitz,3,19,Public School District,1
2342127.02805517,1008182.2669135,4924,100133,32801,101,Educational Service District 101,33183,Loon Lake School District,Loon Lake,"4001 MAPLE ST, LOON LAKE, Washington, 99148-9761","4001 MAPLE ST, LOON LAKE, Washington, 99148-9761",Bradley  Van Dyne,bvandyne@loonlakeschool.org,(509)233-2212,http://www.loonlakeschool.org/,Stevens,"Pend Oreille, Stevens",5,7,Public School District,5
1059011.16997989,1160967.29188324,4925,100134,29801,189,Northwest Educational Service District 189,28144,Lopez School District,Lopez,"86 SCHOOL RD, LOPEZ ISLAND, Washington, 98261-8000","86 SCHOOL RD, LOPEZ ISLAND, Washington, 98261-8000",Brian   Auckland ,bauckland@lopezislandschool.org,(360)468-2202,https://www.lopezislandschool.org/,San Juan,San Juan,2,40,Public School District,3
1275074.44742867,881389.359484509,4926,100222,17801,121,Puget Sound Educational Service District 121,17407,Riverview School District,Riverview,"15510 1st Ave NE, DUVALL, Washington, 98019","PO Box 519, DUVALL, Washington, 98019",Anthony Lloyd Smith,smitha@rsd407.org,(425)844-4504,http://rsd407.org/,King,King,1,"5, 45",Public School District,2
1440837.22510489,132579.262423207,4927,100135,06801,112,Educational Service District 112,20406,Lyle School District,Lyle,"625 KEASEY STREET, LYLE, Washington, 98635-0009","PO BOX 368, LYLE, Washington, 98635-0009",Ann  Varkados,ann.varkados@lyleschools.org,(509)365-2191,https://www.lyleschools.org,Klickitat,Klickitat,3,14,Public School District,1
1176764.2214373,1325902.21293463,4928,100136,29801,189,Northwest Educational Service District 189,37504,Lynden School District,Lynden,"516 MAIN ST EDGEWATER LN, LYNDEN, Washington, 98264-9514","516 MAIN ST, LYNDEN, Washington, 98264-9514",James B Frey,freyj@lynden.wednet.edu,(360)354-4443,https://www.lynden.wednet.edu/,Whatcom,Whatcom,1,42,Public School District,3
1767688.21852949,321155.208642436,4929,100137,39801,105,Educational Service District 105,39120,Mabton School District,Mabton,"306 N MAIN, MABTON, Washington, 98935-0037","PO BOX 37, MABTON, Washington, 98935-0037",Joseph Richard Castilleja,castillejaj@msd120.org,(509)894-4852,https://www.msd120.org,Yakima,Yakima,4,15,Public School District,4
1850848.16505623,906715.2045429,4930,100138,04801,171,North Central Educational Service District 171,09207,Mansfield School District,Mansfield,"491 RD 14NE, MANSFIELD, Washington, 98830-0188","PO BOX 188, MANSFIELD, Washington, 98830-0188",Michael  Messenger,mmessenger@mansfield.wednet.edu,(509)683-1012,https://www.mansfield.wednet.edu/,Douglas,Douglas,4,12,Public School District,4
1725953.8062382,932948.838074492,4931,100139,04801,171,North Central Educational Service District 171,04019,Manson School District,Manson,"135 S. HILL STREET, MANSON, Washington, 98831-9668","PO BOX A, MANSON, Washington, 98831-9668",Matt  Charlton,mcharlton@manson.org,(509)687-3140,https://www.manson.org,Chelan,Chelan,8,12,Public School District,4
911854.535242533,693949.746472582,4932,100140,34801,113,Capital Region ESD 113,23311,Mary M Knight School District,Mary M Knight,"2987 W MATLOCK BRADY RD, ELMA, Washington, 98541-9713","2987 W MATLOCK BRADY RD, ELMA, Washington, 98541-9713",Matthew  Mallery,mmallery@mmk.wednet.edu,(360)426-6767,https://www.marymknight.com/,Mason,"Grays Harbor, Mason",6,"22, 35",Public School District,1
2313819.47619714,1006343.33690694,4933,100141,32801,101,Educational Service District 101,33207,Mary Walker School District,Mary Walker,"500 N 4TH P.O. Box 159, SPRINGDALE, Washington, 99173-0159","500 N 4TH P.O. Box 159, SPRINGDALE, Washington, 99173-0159",Rick  Winters,rwinters@marywalker.org,(509)258-4534,https://marywalker.org/,Stevens,Stevens,5,7,Public School District,5
1231187.37946984,1001692.22245993,4934,100142,29801,189,Northwest Educational Service District 189,31025,Marysville School District,Marysville,"4220 80TH ST NE, MARYSVILLE, Washington, 98270-3498","4220 80TH ST NE, MARYSVILLE, Washington, 98270-3498",Jason  Thompson,jason_thompson@msvl.k12.wa.us,(360)965-0000,https://www.msd25.org,Snohomish,Snohomish,"1, 2","38, 39, 44",Public School District,3
951209.709473748,637990.119379531,4935,100143,34801,113,Capital Region ESD 113,14065,McCleary School District,McCleary,"611 S MAIN ST, MCCLEARY, Washington, 98557-9524","611 S MAIN ST, MCCLEARY, Washington, 98557-9524",Shannon  Ramsey,sramsey@mccleary.wednet.edu,(360)495-3507,https://www.mccleary.wednet.edu,Grays Harbor,"Grays Harbor, Mason",6,24,Public School District,1
2408590.03870205,905062.849822237,4936,100144,32801,101,Educational Service District 101,32354,Mead School District,Mead,"2323 E Farwell Rd, MEAD, Washington, 99021-9690","2323 E Farwell Rd, MEAD, Washington, 99021-9690",Shawn  Woodward,Shawn.woodward@mead354.org,(509)465-6014,https://www.mead354.org/,Spokane,Spokane,,"4, 6, 7",Public School District,5
2335534.27531317,830424.391265016,4937,100145,32801,101,Educational Service District 101,32326,Medical Lake School District,Medical Lake,"116 W THIRD ST, MEDICAL LAKE, Washington, 99022-0128","PO BOX 128, MEDICAL LAKE, Washington, 99022-0128",TIMOTHY D AMES,tames@mlsd.org,(509)565-3100,https://www.mlsd.org/,Spokane,Spokane,5,6,Public School District,5
1215016.92833838,820804.426254526,4938,100146,17801,121,Puget Sound Educational Service District 121,17400,Mercer Island School District,Mercer Island,"4160 86TH AVE SE, MERCER ISLAND, Washington, 98040-4196","4160 86TH AVE SE, MERCER ISLAND, Washington, 98040-4196",Donna  Colosky,donna.colosky@mercerislandschools.org,(206)236-3300,https://www.mercerislandschools.org/,King,King,9,41,Public School District,2
1160648.36685371,1290867.59134994,4939,100147,29801,189,Northwest Educational Service District 189,37505,Meridian School District,Meridian,"214 W LAUREL RD, BELLINGHAM, Washington, 98226-9623","214 W LAUREL RD, BELLINGHAM, Washington, 98226-9623",James  E Everett,jeverett@meridian.wednet.edu,(360)398-7111,https://www.meridian.wednet.edu,Whatcom,Whatcom,"1, 2",42,Public School District,3
1721020.57312017,1133060.08635833,4940,100148,04801,171,North Central Educational Service District 171,24350,Methow Valley School District,Methow Valley,"18 TWIN LAKES RD, WINTHROP, Washington, 98862-9713","18 TWIN LAKES RD, WINTHROP, Washington, 98862-9713",Tom  Venable,tvenable@methow.org,(509)996-9205,https://methow.org/,Okanogan,Okanogan,4,12,Public School District,4
1347214.4518131,156974.698837157,4941,100149,06801,112,Educational Service District 112,30031,Mill A School District,Mill A,"1142 JESSUP RD, COOK, Washington, 98605-9120","1142 JESSUP RD, COOK, Washington, 98605-9120",Bob  Rogers,brogers@millaschool.org,(509)538-2700,https://www.milla.k12.wa.us/,Skamania,Skamania,3,14,Public School District,1
1279712.57429843,922882.088786307,4942,100150,29801,189,Northwest Educational Service District 189,31103,Monroe School District,Monroe,"200 E FREMONT ST, MONROE, Washington, 98272-2336","200 East Fremont Street, Monroe, Washington, 98272-2336",Justin  Blasko,Blaskoj@monroe.wednet.edu,(360)804-2500,https://www.monroe.wednet.edu/,Snohomish,Snohomish,1,"1, 32, 39",Public School District,3
868071.10598356,616664.015183844,4943,100151,34801,113,Capital Region ESD 113,14066,Montesano School District,Montesano,"502 E. Spruce Ave, MONTESANO, Washington, 98563","502 E. Spruce Ave, MONTESANO, Washington, 98563",Dan  Winter,dwinter@monteschools.org,(360)249-3942,https://www.monteschools.org,Grays Harbor,Grays Harbor,6,19,Public School District,1
1194505.0283675,449790.658129446,4944,100152,34801,113,Capital Region ESD 113,21214,Morton School District,Morton,"152 WESTLAKE AVE, MORTON, Washington, 98356-0048","PO BOX 1219, MORTON, Washington, 98356-0048",John  Hannah,jhannah@morton.k12.wa.us,(360)496-5300,https://www.morton.k12.wa.us/,Lewis,Lewis,3,20,Public School District,1
1949361.57620992,650776.287448564,4945,100153,04801,171,North Central Educational Service District 171,13161,Moses Lake School District,Moses Lake,"1620 S Pioneer Way, MOSES LAKE, Washington, 98837","1620 S Pioneer Way, MOSES LAKE, Washington, 98837",  ,,,https://www.mlsd161.org,Grant,Grant,4,13,Public School District,4
1140801.88130471,443493.753887886,4946,100154,34801,113,Capital Region ESD 113,21206,Mossyrock School District,Mossyrock,"545 WILLIAMS ST, MOSSYROCK, Washington, 98564-0478","PO BOX 478, MOSSYROCK, Washington, 98564-0478",Glenn E. Malone,gmalone@mossyrockschools.org,(360)983-3181,http://www.mossyrockschools.org/,Lewis,Lewis,3,20,Public School District,1
1581759.55600727,381454.387127307,4947,100155,39801,105,Educational Service District 105,39209,Mount Adams School District,Mount Adams,"621 SIGNAL PEAK RD, WHITE SWAN, Washington, 98952-0578","PO BOX 578, WHITE SWAN, Washington, 98952-0578",Curt  Guaglianone,cguaglianone@masd209.org,(509)874-2611,https://www.masd209.org/,Yakima,Yakima,4,14,Public School District,4
1225728.57961385,1278171.59949563,4948,100156,29801,189,Northwest Educational Service District 189,37507,Mount Baker School District,Mount Baker,"4956 DEMING RD, DEMING, Washington, 98244-0095","PO BOX 95, DEMING, Washington, 98244-0095",Mary  Sewright,msewright@mtbaker.wednet.edu,(360)383-2000,https://www.mtbaker.wednet.edu/,Whatcom,Whatcom,"1, 2",42,Public School District,3
1197262.70973692,88939.4531073699,4949,100157,06801,112,Educational Service District 112,30029,Mount Pleasant School District,Mount Pleasant,"152 MARBLE RD, WASHOUGAL, Washington, 98671-7913","152 MARBLE RD, WASHOUGAL, Washington, 98671-7913",Vicki  Sovold-Prendergast,vicki.prendergast@mtpleasantschool.org,(360)835-3371,https://www.mtpleasantschool.org,Skamania,"Clark, Skamania",3,14,Public School District,1
