"Nces Id","School Level","School District","School Name","School County",Phone,Address,City,State,Zip,"School Type","State Fips","Low Grade","High Grade","Students Ug","Students Prek","Students K","Students 1","Students 2","Students 3","Students 4","Students 5","Students 6","Students 7","Students 8","Students 9","Students 10","Students 11","Students 12","Operational Status",Latitude,Longitude,"State School Id","State District Id","Total Male","Total Female","Total American Indian Alaskan","Total Asian","Total Black","Total Hispanic","Total White","Free Lunch Eligible","Reduce Price Lunch Eligible","Free & Reduced Lunch Total","Student Teacher Ratio","Full Time Equivalent Teachers","Local Education Agency Id","Local School Id","Mailing Address","Mailing City","Mailing State","Mailing Zip","Mailing Zip4",Zip4,"Union Identification Number","Urban Locale Code","Ansi Fips County Number","District Code 113","District Code 112","Bureau Of Indian","Offered Ug","Offered Prek","Offered K","Offered 1","Offered 2","Offered 3","Offered 4","Offered 5","Offered 6","Offered 7","Offered 8","Offered 9","Offered 10","Offered 11","Offered 12","Title 1 Status","Title 1 Eligible","Title 1 School Wide","Magnet School","Charter School","Shared Time School","Count Free Lunch","Count Reduced Lunch","Total Free & Reduced Lunch","Total Pacific","Total 2race","Total Students"
530180000289,Elementary,"Coupeville School District","Coupeville Elementary School","Island County","(360) 678-2473","6 South Main Street",Coupeville,WA,98239,"Regular school",53,PK,05,,12,58,51,60,83,62,87,,,,,,,,"Currently operational",48.2114,-122.688,15204-3664,15204,193,220,0,2,5,57,296,116,25,141,16.1,25.72,5301800,00289,"6 South Main Street",Coupeville,WA,98239,,,0,,53029,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,116,25,141,0,53,413
530180002049,Elementary,"Coupeville School District","Coupeville Middle School","Island County","(360) 678-2402","501 South Main Street",Coupeville,WA,98239,"Regular school",53,06,08,,,,,,,,,74,68,82,,,,,"Currently operational",48.2069,-122.685,15204-4004,15204,99,125,0,6,3,30,166,54,16,70,20.7,10.81,5301800,02049,"501 South Main Street",Coupeville,WA,98239,3516,3516,0,,53029,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,,,No,,54,16,70,0,19,224
530180002957,Elementary,"Coupeville School District","Toddler Learning Center","Island County","(360) 679-1039","950 SE Regatta Dr #101","Oak Harbor",WA,98277,"Special education school",53,PK,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Currently operational",48.2906,-122.635,15204-5034,15204,0,0,0,0,0,0,0,0,0,0,,,5301800,02957,"PO Box 633","Oak Harbor",WA,98277,0633,0633,0,,53029,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Not,,,No,,0,0,0,0,0,0
530594000898,Elementary,"Oak Harbor School District","Broadview Elementary","Island County","(360) 679-5801","473 SW Fairhaven Dr.","Oak Harbor",WA,98277,"Regular school",53,KG,05,,,74,72,98,103,89,94,,,,,,,,"Currently operational",48.2947,-122.667,15201-3477,15201,271,259,1,43,22,66,303,160,50,210,18.9,28.1,5305940,00898,"473 SW Fairhaven Dr.","Oak Harbor",WA,98277,,,0,,53029,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,160,50,210,9,86,530
530594000900,Elementary,"Oak Harbor School District","Crescent Harbor Elementary","Island County","(360) 279-5650","330 E. Crescent Harbor Rd.","Oak Harbor",WA,98277,"Regular school",53,KG,05,,,102,87,91,102,85,84,,,,,,,,"Currently operational",48.3066,-122.597,15201-3377,15201,277,274,1,16,25,103,342,174,138,312,17.2,32,5305940,00900,"330 E. Crescent Harbor Rd.","Oak Harbor",WA,98277,,,0,,53029,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,174,138,312,4,60,551
530594000901,Elementary,"Oak Harbor School District","North Whidbey Middle School","Island County","(360) 279-5500","67 NE Izett St.","Oak Harbor",WA,98277,"Regular school",53,06,08,,,,,,,,,172,177,155,,,,,"Currently operational",48.2993,-122.648,15201-3939,15201,288,216,2,39,23,87,306,174,98,272,18.4,27.37,5305940,00901,"67 NE Izett St.","Oak Harbor",WA,98277,,,0,,53029,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,,,No,,174,98,272,4,43,504
530594000902,Elementary,"Oak Harbor School District","Oak Harbor Elementary","Island County","(360) 279-5100","151 SE Midway Blvd.","Oak Harbor",WA,98277,"Regular school",53,PK,05,,0,203,84,81,54,80,54,,,,,,,,"Currently operational",48.297,-122.644,15201-2696,15201,282,274,3,31,21,110,307,180,63,243,17.9,31.08,5305940,00902,"151 SE Midway Blvd.","Oak Harbor",WA,98277,,,0,,53029,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,180,63,243,6,78,556
530594000904,Elementary,"Oak Harbor School District","Oak Harbor Middle School","Island County","(360) 279-5300","150 SW Sixth Ave.","Oak Harbor",WA,98277,"Regular school",53,06,08,,,,,,,,,211,178,227,,,,,"Currently operational",48.2941,-122.66,15201-3274,15201,315,301,6,63,30,55,404,155,69,224,20.5,30.03,5305940,00904,"150 SW Sixth Ave.","Oak Harbor",WA,98277,,,0,,53029,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,,,No,,155,69,224,5,53,616
530594000905,Elementary,"Oak Harbor School District","Olympic View Elementary","Island County","(360) 279-5150","380 NE Regatta Dr.","Oak Harbor",WA,98277,"Regular school",53,KG,05,,,100,119,95,76,79,58,,,,,,,,"Currently operational",48.301,-122.633,15201-3566,15201,261,266,6,35,33,113,255,190,105,295,17,30.96,5305940,00905,"380 NE Regatta Dr.","Oak Harbor",WA,98277,,,0,,53029,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,190,105,295,6,79,527
530594002047,Elementary,"Oak Harbor School District","Special Education","Island County","(360) 279-5071","350 S. Oak Harbor St.","Oak Harbor",WA,98277,"Special education school",53,04,04,,142,,,,,1,,,,,,,,,"Currently operational",48.2958,-122.657,15201-3662,15201,98,45,0,5,11,14,94,36,3,39,20.4,7,5305940,02047,"350 S. Oak Harbor St.","Oak Harbor",WA,98277,,,0,,53029,,,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,No,,36,3,39,0,19,143
530594002264,Elementary,"Oak Harbor School District","Hillcrest Elementary","Island County","(360) 279-5200","1500 NW 2nd Ave.","Oak Harbor",WA,98277,"Regular school",53,KG,05,,,2,99,109,127,114,105,,,,,,,,"Currently operational",48.3014,-122.676,15201-4328,15201,278,278,3,27,14,81,364,133,41,174,17.2,32.33,5305940,02264,"1500 NW 2nd Ave.","Oak Harbor",WA,98277,,,0,,53029,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,133,41,174,2,65,556
530819001358,Elementary,"South Whidbey School District","Langley Middle School","Island County","(360) 221-5100","723 Camano Ave",Langley,WA,98260,"Regular school",53,06,08,,,,,,,,,103,89,106,,,,,"Currently operational",48.0353,-122.403,15206-2511,15206,155,143,2,14,1,16,253,57,20,77,16.7,17.84,5308190,01358,"723 Camano Ave",Langley,WA,98260,0370,0370,0,,53029,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,,,No,,57,20,77,1,11,298
530819002051,Elementary,"South Whidbey School District","South Whidbey Special Services","Island County","(360) 221-6100","5520 Maxwelton Road",Langley,WA,98260,"Special education school",53,PK,05,,6,3,0,,,,1,,,,,,,,"Currently operational",48.0346,-122.403,15206-1683,15206,8,2,1,0,0,0,9,3,0,3,,,5308190,02051,"5520 Maxwelton Road",Langley,WA,98260,0346,0346,0,,53029,,,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,,No,,3,0,3,0,0,10
530819002240,Elementary,"South Whidbey School District","South Whidbey Elementary","Island County","(360) 221-4600","5380 Maxwelton Rd",Langley,WA,98260,"Regular school",53,PK,05,,0,75,74,69,97,96,101,,,,,,,,"Currently operational",48.0143,-122.411,15206-4321,15206,241,271,3,6,4,47,423,154,34,188,18.4,27.8,5308190,02240,"5380 Maxwelton Rd",Langley,WA,98260,0308,0308,0,,53029,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,154,34,188,2,27,512
530834002824,Elementary,"Stanwood-Camano School District","Utsalady Elementary","Island County","(360) 629-1260","608 Arrowhead Rd","Camano Island",WA,98282,"Regular school",53,PK,05,,2,55,36,41,41,47,49,,,,,,,,"Currently operational",48.2347,-122.468,31401-4551,31401,145,126,1,5,5,18,232,62,9,71,17.9,15.1,5308340,02824,"608 Arrowhead Rd","Camano Island",WA,98282,,,0,,53029,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,62,9,71,0,10,271
530834002825,Elementary,"Stanwood-Camano School District","Elger Bay Elementary","Island County","(360) 629-1290","1810 Elger Bay Rd","Camano Island",WA,98282,"Regular school",53,PK,05,,1,40,42,63,51,44,49,,,,,,,,"Currently operational",48.1452,-122.468,31401-4553,31401,160,130,1,0,2,27,245,84,25,109,17.7,16.43,5308340,02825,"1810 Elger Bay Rd","Camano Island",WA,98282,,,0,,53029,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,84,25,109,0,15,290
530000100376,Elementary,"Enumclaw School District","Black Diamond Elementary","King County","(360) 802-7570","25314 Baker Street","Black Diamond",WA,98010,"Regular school",53,KG,05,,,48,48,53,54,56,36,,,,,,,,"Currently operational",47.3097,-122.005,17216-3430,17216,148,147,3,0,0,58,208,76,27,103,18,16.4,5300001,00376,"25314 Baker Street","Black Diamond",WA,98010,9734,9734,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,76,27,103,2,24,295
530000100377,Elementary,"Enumclaw School District","Byron Kibler Elementary School","King County","(360) 802-7263","2057 Kibler Ave",Enumclaw,WA,98022,"Regular school",53,KG,05,,0,56,78,87,59,73,72,,,,,,,,"Currently operational",47.2108,-121.997,17216-2980,17216,214,211,2,3,3,87,306,156,19,175,17.9,23.7,5300001,00377,"2057 Kibler Ave",Enumclaw,WA,98022,2798,2798,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,156,19,175,5,19,425
530000100382,Elementary,"Enumclaw School District","Southwood Elementary School","King County","(360) 802-7370","3240 McDougall Avenue",Enumclaw,WA,98022,"Regular school",53,PK,05,,21,38,51,46,49,48,53,,,,,,,,"Currently operational",47.1875,-122.012,17216-3739,17216,151,155,1,4,5,37,246,74,24,98,16.6,18.38,5300001,00382,"3240 McDougall Avenue",Enumclaw,WA,98022,9498,9498,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,74,24,98,0,13,306
530000100383,Elementary,"Enumclaw School District","Westwood Elementary School","King County","(360) 802-7620","21200 SE 416th",Enumclaw,WA,98022,"Regular school",53,PK,05,,0,52,54,47,57,54,55,,,,,,,,"Currently operational",47.2291,-122.058,17216-3585,17216,176,143,6,2,4,57,236,73,18,91,17,18.79,5300001,00383,"21200 SE 416th",Enumclaw,WA,98022,9099,9099,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,73,18,91,0,14,319
530000100478,Elementary,"Enumclaw School District","Sunrise Elementary","King County","(360) 802-7425","899 Osceola at 244th Ave SE",Enumclaw,WA,98022,"Regular school",53,PK,05,,1,70,68,71,65,68,80,,,,,,,,"Currently operational",47.1855,-122.015,17216-4289,17216,219,204,1,3,3,68,331,121,27,148,18.3,23.06,5300001,00478,"899 Osceola at 244th Ave SE",Enumclaw,WA,98022,4045,4045,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,121,27,148,3,14,423
530000102054,Elementary,"Enumclaw School District","Enumclaw Middle School","King County","(360) 802-7150","550 Semanski Street",Enumclaw,WA,98022,"Regular school",53,06,08,,,,,,,,,144,136,144,,,,,"Currently operational",47.187,-122.008,17216-4210,17216,221,203,9,1,5,44,351,126,33,159,19.1,22.2,5300001,02054,"550 Semanski Street",Enumclaw,WA,98022,2067,2067,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,,,No,,126,33,159,2,12,424
530000102795,Elementary,"Enumclaw School District","Thunder Mountain Middle School","King County","(360) 802-7492","42018 264th Avenue SE",Enumclaw,WA,98022,"Regular school",53,06,08,,,,,,,,,151,156,156,,,,,"Currently operational",47.2231,-121.988,17216-4550,17216,249,214,9,1,2,72,364,112,31,143,21.6,21.4,5300001,02795,"42018 264th Avenue SE",Enumclaw,WA,98022,,,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,,,No,,112,31,143,1,14,463
530030000029,Elementary,"Auburn School District","Alpac Elementary School","King County","(253) 931-4976","310 Milwaukee Blvd N",Pacific,WA,98047,"Regular school",53,PK,05,,15,94,104,103,105,69,93,,,,,,,,"Currently operational",47.271,-122.249,17408-3825,17408,291,292,1,56,14,166,268,276,69,345,17.3,33.64,5300300,00029,"310 Milwaukee Blvd N",Pacific,WA,98047,1122,1122,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,276,69,345,18,60,583
530030000034,Elementary,"Auburn School District","Chinook Elementary School","King County","(253) 931-4980","3502 Auburn Way S",Auburn,WA,98092,"Regular school",53,PK,05,,12,83,71,80,83,71,71,,,,,,,,"Currently operational",47.2897,-122.181,17408-3439,17408,255,216,60,18,19,193,99,285,47,332,16.2,29.16,5300300,00034,"3502 Auburn Way S",Auburn,WA,98092,7221,7221,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,285,47,332,20,62,471
530030000035,Elementary,"Auburn School District","Evergreen Heights Elementary","King County","(253) 931-4974","5602 S 316th St",Auburn,WA,98001,"Regular school",53,KG,05,,0,68,95,90,68,88,87,,,,,,,,"Currently operational",47.3194,-122.264,17408-3745,17408,243,253,0,79,47,103,186,200,56,256,16.2,30.6,5300300,00035,"5602 S 316th St",Auburn,WA,98001,3822,3822,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,200,56,256,17,64,496
530030000036,Elementary,"Auburn School District","Lea Hill Elementary School","King County","(253) 931-4982","30908 124th Ave SE",Auburn,WA,98092,"Regular school",53,PK,05,,29,63,85,69,56,70,47,,,,,,,,"Currently operational",47.3249,-122.175,17408-3525,17408,229,190,2,32,85,61,162,231,26,257,15.2,27.6,5300300,00036,"30908 124th Ave SE",Auburn,WA,98092,3154,3154,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,231,26,257,13,64,419
530030000037,Elementary,"Auburn School District","Dick Scobee Elementary School","King County","(253) 931-4984","1031 14th St NE",Auburn,WA,98002,"Regular school",53,PK,05,,19,91,107,91,88,76,74,,,,,,,,"Currently operational",47.3208,-122.216,17408-2932,17408,285,261,0,27,44,171,201,347,67,414,15.6,35.08,5300300,00037,"1031 14th St NE",Auburn,WA,98002,3314,3314,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,347,67,414,32,71,546
530030000038,Elementary,"Auburn School District","Olympic Middle School","King County","(253) 931-4966","1825 K St SE",Auburn,WA,98002,"Regular school",53,06,08,,,,,,,,,253,241,249,,,,,"Currently operational",47.2923,-122.217,17408-3169,17408,393,350,36,42,53,256,249,474,73,547,18.5,40.2,5300300,00038,"1825 K St SE",Auburn,WA,98002,6914,6914,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,,,No,,474,73,547,39,68,743
530030000039,Elementary,"Auburn School District","Pioneer Elementary School","King County","(253) 931-4986","2301 M St SE",Auburn,WA,98002,"Regular school",53,PK,05,,22,100,85,77,80,63,66,,,,,,,,"Currently operational",47.2883,-122.215,17408-3227,17408,251,242,1,15,11,315,87,365,43,408,17.6,28,5300300,00039,"2301 M St SE",Auburn,WA,98002,7627,7627,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,365,43,408,33,31,493
530030000040,Elementary,"Auburn School District","Gildo Rey Elementary School","King County","(253) 931-4952","1005 37th St SE",Auburn,WA,98002,"Regular school",53,PK,05,,16,87,105,101,98,95,90,,,,,,,,"Currently operational",47.2783,-122.216,17408-3669,17408,308,284,2,26,26,316,132,395,80,475,16.9,35,5300300,00040,"1005 37th St SE",Auburn,WA,98002,8710,8710,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,395,80,475,36,54,592
530030000041,Elementary,"Auburn School District","Terminal Park Elementary School","King County","(253) 931-4978","1101 D St SE",Auburn,WA,98002,"Regular school",53,KG,05,,,72,71,69,66,83,82,,,,,,,,"Currently operational",47.2981,-122.225,17408-2659,17408,230,213,1,26,45,102,173,273,41,314,15.8,28,5300300,00041,"1101 D St SE",Auburn,WA,98002,6013,6013,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,273,41,314,34,62,443
530030000042,Elementary,"Auburn School District","Washington Elementary School","King County","(253) 391-4988","20 E St NE",Auburn,WA,98002,"Regular school",53,KG,05,,0,97,87,104,70,71,67,,,,,,,,"Currently operational",47.3085,-122.222,17408-2326,17408,231,265,2,17,45,165,149,342,47,389,15.8,31.3,5300300,00042,"20 E St NE",Auburn,WA,98002,5501,5501,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,342,47,389,38,80,496
530030000698,Elementary,"Auburn School District","Ilalko Elementary School","King County","(253) 931-4748","301 Oravetz Pl SE",Auburn,WA,98092,"Regular school",53,KG,05,,0,94,98,106,100,97,101,,,,,,,,"Currently operational",47.264,-122.228,17408-4417,17408,289,307,6,52,24,183,230,271,57,328,17.6,33.84,5300300,00698,"301 Oravetz Pl SE",Auburn,WA,98092,8601,8601,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,271,57,328,19,82,596
530030001443,Elementary,"Auburn School District","Mt Baker Middle School","King County","(253) 804-4555","620 37th St SE",Auburn,WA,98002,"Regular school",53,06,08,,,,,,,,,316,306,327,,,,,"Currently operational",47.2746,-122.22,17408-4462,17408,492,457,4,83,53,298,400,376,102,478,20.1,47.2,5300300,01443,"620 37th St SE",Auburn,WA,98002,8011,8011,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,,,No,,376,102,478,35,76,949
530030001744,Elementary,"Auburn School District","Lake View Elementary School","King County","(253) 931-4830","16401 SE 318th St",Auburn,WA,98092,"Regular school",53,PK,05,,8,59,57,65,77,65,57,,,,,,,,"Currently operational",47.3167,-122.122,17408-4120,17408,210,178,2,8,3,52,283,136,34,170,14.8,26.19,5300300,01744,"16401 SE 318th St",Auburn,WA,98092,9285,9285,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,136,34,170,3,37,388
530030002277,Elementary,"Auburn School District","Hazelwood Elementary School","King County","(253) 931-4740","11815 SE 304th St",Auburn,WA,98092,"Regular school",53,KG,05,,0,85,92,93,92,89,107,,,,,,,,"Currently operational",47.3291,-122.184,17408-4347,17408,289,269,9,45,5,152,292,184,88,272,17.8,31.36,5300300,02277,"11815 SE 304th St",Auburn,WA,98092,3115,3115,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,184,88,272,18,37,558
530030002434,Elementary,"Auburn School District","Rainier Middle School","King County","(253) 931-4843","30620 116th Ave SE",Auburn,WA,98092,"Regular school",53,06,08,,,,,,,,,304,289,311,,,,,"Currently operational",47.3274,-122.186,17408-4385,17408,471,433,2,90,88,178,478,337,108,445,21.4,42.3,5300300,02434,"30620 116th Ave SE",Auburn,WA,98092,3161,3161,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,,,No,,337,108,445,13,55,904
530030003174,Elementary,"Auburn School District","Arthur Jacobsen Elementary","King County","(253) 630-2441","29205 132nd Ave SE",Auburn,WA,98092,"Regular school",53,KG,05,,,84,87,116,119,115,129,,,,,,,,"Currently operational",47.3448,-122.164,17408-5082,17408,307,343,0,89,54,135,310,241,66,307,20.3,32,5300300,03174,"29205 132nd Ave SE",Auburn,WA,98092,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,241,66,307,3,59,650
530033103478,Elementary,"First Place Scholars Charter School District","First Place Scholars Charter School","King County","(206) 323-6715","170 20th",Seattle,WA,98122,"Regular school",53,KG,05,,,25,18,16,20,18,9,,,,,,,,Closed,47.6033,-122.306,17901-5341,17901,62,44,0,1,63,20,4,47,0,47,17.7,6,5300331,03478,"PO Box 22536",Seattle,WA,98122,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,Yes,,47,0,47,6,12,106
530033203536,Elementary,"Excel Public Charter School Lea School District","Excel Public Charter School","King County","(425) 922-7226","19300 108th Ave SE",Kent,WA,98031,"Regular school",53,06,07,,,,,,,,,76,60,,,,,,Closed,47.4289,-122.197,17906-5377,17906,73,63,0,13,50,3,56,0,0,0,,0,5300332,03536,"210 S Hudson Street Ste 318",Seattle,WA,98134,,,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,Yes,,,Yes,,0,0,0,2,12,136
530033503533,Elementary,"Rainier Prep Charter School District","Rainier Prep","King County","(206) 494-5979","10211 12th Ave S",Seattle,WA,98168,"Regular school",53,05,08,,,,,,,,79,87,0,0,,,,,Closed,47.5115,-122.318,17908-5380,17908,84,82,2,21,45,64,12,105,30,135,23.7,7,5300335,03533,"10211 12th Ave S",Seattle,WA,98168,,,0,,53033,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,,,Yes,,105,30,135,5,17,166
530039000058,Elementary,"Bellevue School District","Ardmore Elementary School","King County","(425) 456-4700","16616 NE 32nd Street",Bellevue,WA,98008,"Regular school",53,KG,05,,,93,68,51,65,69,45,,,,,,,,"Currently operational",47.6396,-122.118,17405-3633,17405,202,189,0,117,25,115,114,126,39,165,16.2,24.13,5300390,00058,"16616 NE 32nd St.",Bellevue,WA,98008,2006,2006,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,126,39,165,0,20,391
530039000062,Elementary,"Bellevue School District","Bennett Elementary School","King County","(425) 456-4800","17900 NE 16th Street",Bellevue,WA,98008,"Regular school",53,KG,05,,,43,87,66,90,75,78,,,,,,,,"Currently operational",47.6247,-122.102,17405-3705,17405,233,206,0,146,7,29,226,15,4,19,18.4,23.87,5300390,00062,"17900 NE 16th Street",Bellevue,WA,98008,3242,3242,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,15,4,19,1,30,439
530039000063,Elementary,"Bellevue School District","Cherry Crest Elementary School","King County","(425) 456-4900","12400 N.e. 32nd St.",Bellevue,WA,98005,"Regular school",53,KG,05,,,49,63,108,123,116,122,,,,,,,,"Currently operational",47.6394,-122.174,17405-3742,17405,311,270,0,290,3,17,227,16,5,21,20.5,28.32,5300390,00063,"12400 N.e. 32nd St.",Bellevue,WA,98005,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,16,5,21,0,44,581
530039000064,Elementary,"Bellevue School District","Chinook Middle School","King County","(425) 456-6300","2001 98th Ave NE",Bellevue,WA,98004,"Regular school",53,06,08,,,,,,,,,339,336,344,,,,,"Currently operational",47.6281,-122.21,17405-3338,17405,510,509,0,301,19,76,517,96,42,138,19,53.67,5300390,00064,"2001 98th Ave NE",Bellevue,WA,98006,,,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,,,No,,96,42,138,3,103,1019
530039000065,Elementary,"Bellevue School District","Clyde Hill Elementary","King County","(425) 456-5000","9601 NE 24th Street",Bellevue,WA,98004,"Regular school",53,KG,05,,,112,118,100,107,107,88,,,,,,,,"Currently operational",47.6308,-122.211,17405-2847,17405,323,309,1,255,6,42,268,24,8,32,19.1,33.05,5300390,00065,"9601 NE 24th Street",Bellevue,WA,98004,2100,2100,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,24,8,32,1,59,632
530039000066,Elementary,"Bellevue School District","Eastgate Elementary School","King County","(425) 456-5100","4255 153rd Avenue SE",Bellevue,WA,98006,"Regular school",53,KG,05,,,61,68,71,84,80,77,,,,,,,,"Currently operational",47.5715,-122.137,17405-3036,17405,244,197,2,142,12,30,205,50,12,62,15.8,27.94,5300390,00066,"4255 153rd Avenue SE",Bellevue,WA,98006,1739,1739,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,,,No,,50,12,62,0,50,441
530039000067,Elementary,"Bellevue School District","Enatai Elementary School","King County","(425) 456-5200","301 151st Place NE",Bellevue,WA,98007,"Regular school",53,KG,05,,,81,94,74,93,87,95,,,,,,,,"Currently operational",47.612,-122.138,17405-2846,17405,274,250,0,147,19,61,235,75,14,89,18.5,28.39,5300390,00067,"301 151st Place NE",Bellevue,WA,98007,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,75,14,89,3,59,524
530039000068,Elementary,"Bellevue School District","Highland Middle School","King County","(425) 456-6400","15027 NE Bel-red Road",Bellevue,WA,98007,"Regular school",53,06,08,,,,,,,,,186,174,205,,,,,"Currently operational",47.6257,-122.141,17405-3166,17405,297,268,0,100,30,163,220,206,39,245,14.9,38,5300390,00068,"15027 NE Bel-red Road",Bellevue,WA,98007,4211,4211,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,,,No,,206,39,245,2,50,565
530039000075,Elementary,"Bellevue School District","Lake Hills Elementary","King County","(425) 456-5300","14310 SE 12th Street",Bellevue,WA,98007,"Regular school",53,KG,05,,,90,104,97,83,73,63,,,,,,,,"Currently operational",47.6214,-122.149,17405-3225,17405,259,251,2,101,19,205,142,230,63,293,14,36.3,5300390,00075,"14310 SE 12th Street",Bellevue,WA,98007,5596,5596,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,,,No,,230,63,293,5,36,510
